,unnamed:_0,total_agriculture,total_construction,total_manufacturing,total_wholesale_trade,total_retail_trade,transportation_warehousing_utilities,total_information,total_finance_and_real_estate,total_scientific_administrative_and_waste_management_services,total_educational_healthcare_and_social_assistance,total_arts_and_entertainment,total_other_services,total_public_administration,total_management_business_science_and_arts_occupations,total_service_occupations,total_sales_and_office_occupations,total_natural_resources_and_maintenance_occupations,"total_production,_transportation,_and_material_moving_occupations",population_of_one_race_total,white,black_or_african_american,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_other_pacific_islander,population_of_one_race_some_other_race,median_age:_total,ed_total,ed_no_schooling_completed,ed_nursery_school,ed_kindergarten,ed_1st_grade,ed_2nd_grade,ed_3rd_grade,ed_4th_grade,ed_5th_grade,ed_6th_grade,ed_7th_grade,ed_8th_grade,ed_9th_grade,e_10th_grade,ed_11th_grade,ed_12th_grade_no_diploma,median_income,unemployed_pop_16_years_and_over,in_civilian_labor_force,under_19_no_health_insurance_coverage,19_to_34_years_no_health_insurance_coverage,35_to_64_years_no_health_insurance_coverage,health_insurance_total,65_years_and_over_no_health_insurance_coverage,total_population_estimate,state_fip,county_fip
0,"Alameda County, California: Summary level: 050, state:06> county:001",3129,45984,84548,21494,76483,44172,30599,52291,171666,184267,75686,42329,29801,433362,132862,157602,53392,85231,1549761,670364,175751,11120,499382,13900,179244,37.6,1172662,27693,271,471,777,1775,3561,2715,3378,16726,3540,8627,17492,9857,11466,27175,43583,41725,904174,7760,28217,33795,1647749,2304,1656754,06,001
1,"Alpine County, California: Summary level: 050, state:06> county:003",26,23,9,0,36,18,10,5,38,81,59,2,36,128,68,55,49,43,986,599,9,353,10,6,9,52.2,770,17,0,0,0,0,0,4,0,13,2,4,4,7,12,5,30512,49,392,8,29,55,1039,0,1039,06,003
2,"Amador County, California: Summary level: 050, state:06> county:005",702,1069,587,155,1588,794,276,604,1228,2619,1837,723,1483,4629,3099,2973,1545,1419,36599,33327,904,303,508,57,1500,50.5,30295,240,1,0,4,11,42,25,24,99,110,168,382,344,834,740,31160,1010,14675,208,477,937,34742,0,38429,06,005
3,"Butte County, California: Summary level: 050, state:06> county:007",3874,5785,6529,1728,12678,3569,1750,4823,9164,26042,11349,4276,4528,35393,20530,20278,8591,11303,212046,184180,3461,2616,10432,603,10754,37.1,147509,2495,8,1,158,157,330,251,175,1030,258,957,1431,2316,2784,3513,24067,8462,104557,1564,6225,5807,223229,138,225817,06,007
4,"Calaveras County, California: Summary level: 050, state:06> county:009",582,1856,1463,397,1652,919,317,810,1964,3648,1472,709,1434,5571,3893,3797,2114,1848,43152,41173,315,353,684,19,608,52.0,34848,262,0,0,0,36,17,41,0,234,127,241,242,666,746,812,29124,1174,18397,59,652,1253,45112,9,45514,06,009
5,"Colusa County, California: Summary level: 050, state:06> county:011",2584,464,1128,227,971,449,25,235,490,1257,1085,354,423,2328,1690,1446,2650,1578,20845,18949,327,225,309,38,997,35.3,13677,579,0,6,23,124,161,183,175,1065,133,159,518,205,324,277,27103,435,10127,187,868,1020,21291,17,21454,06,011
6,"Contra Costa County, California: Summary level: 050, state:06> county:013",3720,39996,36264,12750,56651,30871,14048,46161,92160,124265,50725,28768,22987,246904,100424,118041,43218,50779,1064295,637904,99642,5506,190983,5631,124629,39.7,787178,13879,356,215,230,1300,2573,1774,3089,12021,2500,6456,8418,6352,8162,15596,42181,31392,590758,7138,21979,27379,1137149,1477,1142251,06,013
7,"Del Norte County, California: Summary level: 050, state:06> county:015",400,463,395,110,955,140,90,252,492,2673,1067,406,1572,3159,2624,1446,920,866,25759,20581,940,1986,888,44,1320,39.5,19644,282,0,3,1,32,21,10,30,212,95,289,445,591,1203,704,23493,751,9766,344,437,796,24588,30,27495,06,015
8,"El Dorado County, California: Summary level: 050, state:06> county:017",1167,6820,5944,1851,8804,3636,1566,6286,10819,17295,10628,4166,6119,35061,16508,18886,6999,7647,181300,165234,1516,1532,8540,486,3992,45.9,137028,1044,0,0,24,48,135,67,229,778,156,539,604,920,2009,2476,36682,4917,90018,1217,3396,3862,187280,96,188563,06,017
9,"Fresno County, California: Summary level: 050, state:06> county:019",39505,24083,27876,13547,42500,21727,5111,18745,35869,99072,34489,19807,25180,123664,80711,84831,60804,57501,944137,639985,46782,11656,101857,1620,142237,32.2,604137,23820,262,356,1580,2925,6280,3714,5483,22686,4172,12184,13416,13936,15684,18734,25238,38876,446387,8499,33808,37449,973266,1408,984521,06,019
10,"Glenn County, California: Summary level: 050, state:06> county:021",2506,622,1010,170,1401,756,47,194,614,2034,747,612,566,2555,2090,1992,2323,2319,27331,22685,230,682,825,11,2898,36.4,17951,544,22,2,105,21,227,223,160,878,21,418,281,337,615,664,24329,635,11914,359,935,1005,27679,80,27976,06,021
11,"Humboldt County, California: Summary level: 050, state:06> county:023",3138,4311,2719,1553,8675,2096,895,2572,5531,15477,7783,2907,4373,21505,13859,13973,6317,6376,127300,108557,1506,6846,4196,488,5707,38.4,92463,903,0,0,12,0,148,31,70,526,94,507,1023,1570,2121,1806,25114,5253,67283,1702,4630,4723,135003,39,135940,06,023
12,"Imperial County, California: Summary level: 050, state:06> county:025",5728,3410,2236,1453,7614,4112,508,2075,4193,15671,5309,2144,5621,15148,15348,13355,8401,7822,174187,117658,4489,1912,2680,309,47139,32.4,110125,3551,0,99,540,876,1192,843,735,5592,747,3007,6097,3241,3866,2950,18245,9924,69998,2162,5364,5873,170981,359,180701,06,025
13,"Inyo County, California: Summary level: 050, state:06> county:027",367,867,238,118,868,660,129,342,354,1975,1190,315,815,2999,1593,1858,1131,657,17127,14170,153,2028,350,34,392,45.8,13204,147,0,0,0,6,22,13,46,189,33,147,135,273,204,293,31566,355,8593,111,336,568,17607,2,17977,06,027
14,"Kern County, California: Summary level: 050, state:06> county:029",54356,24066,18237,9696,35855,20163,3585,12045,27821,69087,29584,15966,22984,92958,64114,65544,71426,49403,856609,660147,48550,8969,42100,1678,95165,31.6,537799,17390,84,114,1021,2487,6867,3465,4278,24315,3172,9152,13200,14668,18156,20947,25013,37459,380904,8786,26722,31798,859905,948,887641,06,029
15,"Kings County, California: Summary level: 050, state:06> county:031",8023,2034,3894,1261,5453,2809,479,1449,3730,11377,4422,2170,7307,13720,11645,10344,10755,7944,144548,102062,9642,2431,5817,277,24319,31.8,92916,2324,62,47,333,689,1099,905,695,3805,478,1489,3094,2641,4133,2964,26841,4496,58904,1348,4436,3993,133994,288,150691,06,031
16,"Lake County, California: Summary level: 050, state:06> county:033",1443,2170,1170,414,2884,1241,353,998,2324,6087,2207,1182,1831,6686,6484,4779,3645,2710,61820,49389,1447,2310,723,42,7909,45.6,46426,409,20,0,0,4,445,102,358,462,66,606,554,1095,1468,1015,25172,2327,26631,216,1487,2752,63494,59,64195,06,033
17,"Lassen County, California: Summary level: 050, state:06> county:035",563,489,167,112,661,273,111,216,394,1902,637,240,2846,2683,2376,1613,952,987,30059,25324,2686,864,428,247,510,36.6,22615,123,0,0,0,37,26,67,87,219,131,159,565,578,1279,536,30814,598,9209,180,384,359,21190,9,30818,06,035
18,"Los Angeles County, California: Summary level: 050, state:06> county:037",22103,292507,457164,165094,501902,299395,219495,296339,649795,1021009,555779,288015,161266,1855069,934749,1091984,374366,673695,9678803,5168443,820478,73393,1473221,27720,2115548,36.5,6886895,242811,2187,3038,12811,29642,63894,37551,51315,269291,41314,90436,175271,87658,132062,197778,29985,319435,5249298,91617,368461,485506,10012895,19597,10081570,06,037
19,"Madera County, California: Summary level: 050, state:06> county:039",8769,4865,5409,1281,5681,2710,699,2390,3998,12194,5438,2281,2553,13901,10958,11773,13113,8523,150372,108100,4949,2489,3229,176,31429,34.1,97527,3653,24,85,400,746,1440,793,1005,5235,721,1873,2898,2330,3285,2885,23691,5554,63822,1750,4529,5736,147253,187,155433,06,039
20,"Marin County, California: Summary level: 050, state:06> county:041",930,7555,6405,3352,11961,3715,4872,13532,26827,27485,12035,7929,4149,72290,19295,25641,6978,6543,247187,202313,5767,911,15367,571,22258,46.8,190403,2463,18,27,182,78,711,188,504,2043,491,807,1404,693,1223,1927,52866,5039,135786,710,3632,4594,255421,51,259943,06,041
21,"Mariposa County, California: Summary level: 050, state:06> county:043",187,387,305,94,702,255,81,183,786,1249,1821,260,728,2079,2227,1350,616,766,16665,15402,253,332,210,53,415,51.7,13632,163,0,0,0,0,25,43,43,53,15,150,127,128,277,259,27678,634,7672,40,343,573,17256,13,17420,06,043
22,"Mendocino County, California: Summary level: 050, state:06> county:045",2388,3263,2599,1047,4885,1100,507,1514,3193,8510,4186,2157,2340,12159,8480,7979,5407,3664,82934,72935,628,3818,1805,165,3583,43.1,62005,665,43,1,40,335,237,82,229,1471,65,557,719,1186,1502,1214,26784,3571,41260,911,2519,3884,86352,99,87224,06,045
23,"Merced County, California: Summary level: 050, state:06> county:047",13561,7465,11854,3403,11715,6176,960,3066,6541,22674,8214,4680,4674,24584,20301,19887,20867,19344,260318,149434,8645,2501,20349,654,78735,31.1,160388,7850,68,163,549,911,2455,1484,1471,10502,1401,3075,5569,3245,4542,6237,24873,14137,119120,2817,8178,10905,268611,477,271382,06,047
24,"Modoc County, California: Summary level: 050, state:06> county:049",666,89,30,119,201,83,18,84,146,723,314,201,283,986,699,508,507,257,8703,7976,136,372,99,9,111,47.8,6740,158,0,0,0,0,116,7,0,32,3,144,158,56,214,137,25106,278,3235,398,175,471,8698,47,8907,06,049
25,"Mono County, California: Summary level: 050, state:06> county:051",194,603,232,8,797,185,97,561,694,1060,3372,252,273,2954,2742,1339,721,572,13778,11921,111,497,367,0,882,37.7,9927,14,0,2,145,0,0,2,0,217,22,189,139,257,47,101,30701,291,8619,269,943,961,14198,112,14310,06,051
26,"Monterey County, California: Summary level: 050, state:06> county:053",32707,12308,9606,5132,17458,6560,2515,6688,17424,37445,21480,8654,9731,54566,37087,35152,38719,22184,414854,230992,11367,2993,24326,2135,143041,34.4,275668,8890,30,35,977,2847,4841,1865,2482,22148,1826,8114,7523,3977,5531,7433,28207,9696,197404,3900,15961,20541,417249,593,433410,06,053
27,"Napa County, California: Summary level: 050, state:06> county:055",3901,4332,9330,2064,6945,2449,798,3432,6969,14734,10261,3285,2641,26037,14649,14656,7733,8066,134243,102467,2883,1196,11352,301,16044,41.3,98223,2463,37,122,91,100,610,509,563,3339,408,782,1195,634,1008,2366,37953,3331,74472,1046,2978,3921,137806,127,139623,06,055
28,"Nevada County, California: Summary level: 050, state:06> county:057",641,3959,2569,898,5061,1951,705,2498,5887,9344,4856,3138,2552,18267,8129,9715,4215,3733,95470,91726,570,723,1073,124,1254,50.5,76000,366,0,0,0,71,18,0,63,142,44,556,375,580,795,1276,32359,2133,46192,826,1929,3563,98232,115,99244,06,057
29,"Orange County, California: Summary level: 050, state:06> county:059",9488,93305,194930,55639,165866,58510,31488,136401,230546,309730,174296,86435,45517,676345,272008,369043,104195,170560,3038035,1931263,55591,14424,649042,10152,377563,38.1,2168424,54763,685,1173,2613,5594,10162,6436,9120,52351,8867,19208,37141,21991,26851,58090,36135,77176,1669327,24729,85471,123838,3151089,4993,3168044,06,059
30,"Placer County, California: Summary level: 050, state:06> county:061",1289,12625,10939,4214,20951,7959,3782,14892,22553,41259,16403,8418,13041,82376,29439,40850,12261,13399,366519,316716,6626,2052,28909,858,11358,42.0,270397,2122,51,25,45,293,233,399,309,900,218,1271,1064,1618,2578,3651,41130,7902,186227,2484,5654,7076,382926,230,385512,06,061
31,"Plumas County, California: Summary level: 050, state:06> county:063",384,856,478,28,700,398,80,229,572,1935,970,435,668,2890,1902,1158,944,839,17906,16855,166,282,222,86,295,52.3,14479,47,0,0,0,0,0,0,0,0,8,27,68,139,115,305,31351,439,8172,84,98,377,18504,10,18660,06,063
32,"Riverside County, California: Summary level: 050, state:06> county:065",14694,92614,87663,28905,131334,68110,14545,51994,105430,216876,117439,53205,49925,311657,215013,236676,116306,153082,2305123,1444654,156836,19765,157261,7485,519122,35.6,1559869,40147,308,608,1755,5383,8430,5601,9011,46080,6643,18219,32606,24236,33934,47175,28557,83356,1116090,25775,75268,104007,2389375,4239,2411439,06,065
33,"Sacramento County, California: Summary level: 050, state:06> county:067",5904,46025,38614,17503,77652,40437,12024,49446,83854,155996,66807,35285,74604,275448,136213,160722,55446,76322,1410676,873905,149891,10111,239447,17400,119922,36.2,1028580,28759,298,370,592,865,3540,2193,3110,11846,4118,9047,9419,12100,15459,24549,32275,49129,753280,9639,32702,39043,1510932,1370,1524553,06,067
34,"San Benito County, California: Summary level: 050, state:06> county:069",2026,3356,3796,1068,3324,1469,344,1122,2414,5733,2415,1034,1246,8597,5287,6140,4865,4458,57178,49245,491,443,1804,57,5138,35.7,38958,1204,0,0,50,201,634,415,107,1546,391,557,823,465,661,562,33547,2163,31510,408,1731,2307,60212,76,60376,06,069
35,"San Bernardino County, California: Summary level: 050, state:06> county:071",6472,68852,77595,30425,117137,92078,11123,42448,87366,200674,84646,46773,48925,269769,170014,209911,93112,171708,2042082,1315238,179292,17782,154332,6838,368600,33.3,1350620,31924,354,337,1507,3203,7765,5005,6441,39497,7257,16299,34128,29415,40700,46409,27235,75886,990400,23313,63799,85893,2099054,3541,2149031,06,071
36,"San Diego County, California: Summary level: 050, state:06> county:073",12184,95610,146266,36462,165437,64765,34211,97939,246217,335864,186966,86338,80473,670184,309732,337967,120335,150514,3142279,2345667,166750,22524,394742,13867,198729,35.8,2246571,43265,454,745,1902,4910,10440,6912,8763,42564,8136,19961,32289,21259,30929,49502,34307,101445,1690177,29080,101965,115539,3216326,5452,3316073,06,073
37,"San Francisco County, California: Summary level: 050, state:06> county:075",984,17045,27439,8672,46801,22031,31946,44957,131630,94136,57592,23143,17125,301346,80787,94327,16258,30783,826248,406056,45556,3223,301018,3188,67207,38.2,695330,19741,125,291,517,1316,2253,1561,3312,10654,2379,6430,8092,4653,5358,13522,52677,23040,546541,1933,14477,14627,870863,866,874961,06,075
38,"San Joaquin County, California: Summary level: 050, state:06> county:077",14159,26702,29738,9947,37690,27126,4205,14785,29920,62989,25653,14350,15865,87371,57184,68050,43380,57144,661405,419288,51931,4706,115531,4565,65384,34.3,467455,17765,35,209,594,1447,2424,2072,3007,15198,2475,6657,7145,8740,12740,16335,29535,26334,339463,5397,18145,22476,732477,1101,742603,06,077
39,"San Luis Obispo County, California: Summary level: 050, state:06> county:079",4178,10663,9376,2776,15027,5822,2130,6198,14221,30479,16801,6708,7300,52758,27059,27443,13568,10851,271728,241123,5319,2458,10296,265,12267,39.2,188857,2292,0,21,70,162,426,339,269,2286,501,1194,1524,1478,2675,3277,31938,5530,137209,2132,6274,8063,275626,204,282165,06,079
40,"San Mateo County, California: Summary level: 050, state:06> county:081",2060,21395,32363,8685,37676,23713,18894,31461,81722,81965,40832,20498,13483,205763,69806,81371,24290,33517,723931,388318,17784,3002,220151,10366,84310,39.7,551290,11990,134,193,370,1229,2282,1592,2501,8386,1496,4124,5360,3381,4481,9867,49128,16104,430851,3072,12831,15176,763665,809,767423,06,081
41,"Santa Barbara County, California: Summary level: 050, state:06> county:083",19435,12302,14552,3889,20456,6484,3942,9911,25849,49462,26591,11823,8742,76726,45491,40877,30562,19782,426277,344778,8984,4644,24849,581,42441,33.8,275092,7059,37,96,631,1376,2960,2058,1501,14006,1268,3084,6666,2880,4155,4642,29657,13147,226585,4525,18971,19813,437669,569,444829,06,083
42,"Santa Clara County, California: Summary level: 050, state:06> county:085",5055,51104,164267,19412,83324,29110,50409,45732,214387,191123,81213,39164,24794,541804,147001,167933,60138,82218,1827327,857092,47992,9697,702881,7271,202394,37.1,1334958,31070,457,670,919,1961,4726,3997,5114,23822,4772,11703,13687,11232,12389,28684,47584,44635,1043729,8341,31424,40230,1917643,2409,1927470,06,085
43,"Santa Cruz County, California: Summary level: 050, state:06> county:087",7442,8443,11346,3585,14014,4430,2916,5968,17136,33760,15905,6824,4637,56748,25973,26715,14963,12007,260876,204866,2904,1505,13134,337,38130,37.8,180000,4169,47,19,395,509,1422,676,1160,5484,687,1602,2064,1356,1484,3519,31174,8264,144670,1348,5494,6978,272491,169,273962,06,087
44,"Shasta County, California: Summary level: 050, state:06> county:089",1612,5475,4279,1451,9626,3468,1350,3959,6662,19508,7501,4178,5065,24937,16361,17037,7472,8327,171703,155124,2088,4832,5798,254,3607,41.5,126524,954,27,0,41,58,39,62,211,389,165,815,866,2073,2573,3002,27000,4280,78414,1426,4501,5578,177761,41,179212,06,089
45,"Sierra County, California: Summary level: 050, state:06> county:091",146,255,67,0,54,108,0,28,75,218,133,27,157,369,253,231,264,151,3016,2963,2,51,0,0,0,54.8,2420,22,0,0,0,0,0,0,1,0,0,8,8,25,30,91,28138,71,1339,0,135,129,3013,0,3040,06,091
46,"Siskiyou County, California: Summary level: 050, state:06> county:093",1872,965,901,285,1595,713,231,496,1198,4259,1757,895,1371,5818,3459,3050,2447,1764,40661,36847,695,1618,708,157,636,47.8,31682,403,8,0,11,8,50,14,52,312,27,193,254,454,788,521,25576,1269,17807,331,808,1416,43356,11,43468,06,093
47,"Solano County, California: Summary level: 050, state:06> county:095",3047,17713,17696,4786,23492,13538,3542,11610,20238,48593,18927,9619,14177,68245,41611,45907,23028,28187,408825,232437,61526,2215,68200,4101,40346,38.1,303699,5420,62,63,68,401,1142,643,976,4754,1090,2091,3376,3238,5433,6382,36273,13191,220169,2266,8479,9109,429483,412,441829,06,095
48,"Sonoma County, California: Summary level: 050, state:06> county:097",7333,20905,24321,7257,29750,9547,5118,14502,30249,53713,27791,14959,10629,97832,50875,54257,26689,26421,473011,373667,8269,4395,20443,1606,64631,42.1,359314,6766,50,132,340,789,1237,738,1076,6234,853,2755,3253,2889,4710,8458,36623,11658,267732,3415,10883,15273,495516,613,499772,06,097
49,"Stanislaus County, California: Summary level: 050, state:06> county:099",12804,18678,27394,8533,28622,15688,2406,7682,19335,48577,19559,10532,8365,63866,40461,48878,32963,42007,520630,415911,16547,4418,30007,3961,49786,34.1,343626,10378,96,94,672,1042,2364,2128,2060,12916,1536,5622,6132,7093,9324,11034,27840,22800,250975,3350,11477,15506,540181,356,543194,06,099
50,"Sutter County, California: Summary level: 050, state:06> county:101",4337,2974,2729,1359,4410,2487,303,1598,3115,8424,3309,1565,2435,11139,7349,8090,6759,5708,89324,66293,1827,878,15048,548,4730,35.7,62626,2570,40,5,125,360,570,330,717,1699,279,942,945,1439,1451,2201,26334,3531,42576,1103,2727,3604,94654,156,96109,06,101
51,"Tehama County, California: Summary level: 050, state:06> county:103",1777,1886,2216,311,3149,1490,417,1031,2124,5456,2357,1075,1344,6325,5545,5288,3817,3658,61045,54795,530,1255,967,28,3470,41.0,43850,1145,22,18,42,7,353,131,172,443,216,605,600,765,906,1355,23061,2318,26951,315,1597,2059,63391,51,63912,06,103
52,"Trinity County, California: Summary level: 050, state:06> county:105",391,306,239,13,465,230,36,73,387,975,628,268,454,1349,1173,800,462,681,12449,10924,127,716,226,28,428,52.5,9847,16,0,0,0,0,0,0,0,15,60,65,92,132,288,84,23901,432,4897,168,291,850,12529,2,12700,06,105
53,"Tulare County, California: Summary level: 050, state:06> county:107",29860,9562,14365,5866,20222,8057,1503,5230,11594,39051,15085,8003,10289,48095,32068,34190,37482,26852,446186,340462,7201,6118,16690,766,74949,31.0,271351,10199,120,203,1143,1623,3601,2292,2694,19045,2121,5996,7691,6170,8565,7662,22994,18841,197528,3635,15028,17889,457857,565,461898,06,107
54,"Tuolumne County, California: Summary level: 050, state:06> county:109",500,1539,1174,144,2053,1166,315,981,2224,4629,3290,1435,1543,6984,5631,3819,2311,2248,51679,47447,984,965,754,123,1406,48.4,41304,263,0,1,2,0,19,3,20,112,53,187,563,574,1275,757,29458,1156,22149,575,1059,1105,50971,40,54045,06,109
55,"Ventura County, California: Summary level: 050, state:06> county:111",22944,24439,40738,12004,43035,14957,10048,30441,50340,82176,40464,23095,21071,158712,72569,90454,49234,44783,809127,678658,15594,6760,62190,1698,44227,38.1,570146,10572,122,42,895,1741,4449,1909,2110,25055,1909,3454,8039,6277,7856,10826,33814,22340,438092,7395,29447,36214,840257,865,847263,06,111
56,"Yolo County, California: Summary level: 050, state:06> county:113",4196,5175,5601,2135,9617,5154,1290,4108,10589,29382,10112,4317,7691,44395,17823,17386,9136,10627,203693,150617,5847,1306,30462,955,14506,31.0,127586,2323,38,59,92,336,731,761,617,2562,318,949,1534,1357,2329,3173,30331,6562,105929,751,4727,4801,215938,187,217352,06,113
57,"Yuba County, California: Summary level: 050, state:06> county:115",1112,2620,1821,829,3983,1888,565,1362,2997,5920,2705,1182,2837,8326,6036,6819,4164,4476,70706,58016,2621,936,5201,351,3581,32.8,48033,906,16,12,140,71,171,279,198,796,46,712,849,1313,1472,1525,27877,2297,32118,693,2145,2442,74309,102,76360,06,115
58,"Alachua County, Florida: Summary level: 050, state:12> county:001",1419,4839,4186,1413,13183,4414,2245,6674,12307,49147,14846,6448,4913,59279,25372,26229,6742,8412,256337,182813,53278,1033,16125,157,2931,31.6,161824,2270,35,14,8,105,108,65,136,367,551,861,1379,2039,2411,1608,25648,6841,132875,2429,10405,8988,262894,392,265443,12,001
59,"Baker County, Florida: Summary level: 050, state:12> county:003",65,786,1001,255,1512,851,93,575,1062,2817,536,539,947,3491,1774,2785,1140,1849,27675,23279,3824,144,173,10,245,37.7,19065,166,26,0,0,0,5,4,0,85,92,320,625,693,579,131,28349,536,11575,596,675,1240,25324,18,28211,12,003
60,"Bay County, Florida: Summary level: 050, state:12> county:005",923,6211,5115,1184,11586,3912,1333,5070,9395,16018,11706,3676,6638,27236,17486,19338,8666,10041,175149,147657,20057,636,4269,209,2321,39.8,128438,1071,25,35,18,0,110,55,192,431,298,1265,1720,2254,2348,2172,27495,4407,87174,3483,9016,10625,177278,159,182161,12,005
61,"Bradford County, Florida: Summary level: 050, state:12> county:007",192,701,530,146,1091,732,107,435,804,2582,701,450,922,2833,1981,2114,1161,1304,27011,21101,5544,102,166,0,98,39.7,19879,374,0,0,0,3,6,74,4,153,139,452,645,832,1015,352,24309,689,10082,304,933,1407,23463,2,27317,12,007
62,"Brevard County, Florida: Summary level: 050, state:12> county:009",1370,16908,27830,4216,31750,11731,3698,13076,34390,53649,28318,12327,13220,99275,47868,56895,21596,26849,564830,482985,56493,1961,13854,524,9013,47.3,434825,3860,117,53,90,125,236,159,402,1084,1144,2334,3315,5914,6567,8486,28542,13830,266313,6536,20595,31008,580488,925,585507,12,009
63,"Broward County, Florida: Summary level: 050, state:12> county:011",2599,67711,45114,33525,121674,61755,21546,75078,137449,200443,106992,53048,39562,348821,192724,244696,82258,97997,1862467,1170083,551097,5104,68988,1227,65968,40.4,1362196,23618,344,175,651,1669,2421,2396,4976,13244,5075,11763,14810,18799,21428,29112,30277,62255,1028751,35847,93234,133436,1914269,8568,1926205,12,011
64,"Calhoun County, Florida: Summary level: 050, state:12> county:013",374,284,398,30,527,323,63,172,184,1027,522,235,676,1335,1250,871,756,603,13946,11553,1904,153,16,0,320,41.6,10524,107,0,0,11,23,32,28,9,45,119,341,529,556,403,228,23568,301,5116,410,491,1113,12336,17,14362,12,013
65,"Charlotte County, Florida: Summary level: 050, state:12> county:015",406,6165,2657,1229,10853,3068,1233,3937,6690,13032,7208,3463,2345,18660,13370,16618,7572,6066,177813,162847,10113,581,2342,135,1795,59.1,149434,1484,18,55,2,164,33,278,119,414,429,923,1381,2925,2367,3443,26006,3892,66178,2101,5728,10445,177693,200,181067,12,015
66,"Citrus County, Florida: Summary level: 050, state:12> county:017",675,4548,1747,930,7260,2737,521,2169,4429,11153,5520,2970,1870,14164,10286,10824,5509,5746,142743,134668,4288,382,2567,40,798,56.5,115528,881,54,0,0,129,114,138,96,340,476,1198,1528,2888,3299,2291,24413,4043,50572,1751,4278,8423,142910,71,145169,12,017
67,"Clay County, Florida: Summary level: 050, state:12> county:019",451,7546,4680,2228,13774,7572,1380,7976,10102,22492,8203,5159,5303,34062,16800,23853,10303,11848,201856,167504,23291,240,5896,102,4823,39.7,144566,1187,135,30,36,23,141,16,34,303,386,1167,1454,2108,2355,2477,32036,6325,103191,4153,7520,9521,208638,224,211405,12,019
68,"Collier County, Florida: Summary level: 050, state:12> county:021",4737,18311,6346,3117,19552,6452,1973,12093,23301,25119,24138,9296,4017,49079,38559,34885,22568,13361,366619,329909,25404,674,4861,32,5739,50.8,282120,4914,60,31,321,1254,2206,936,1525,4589,978,2253,4578,3458,4153,5039,31213,6399,164851,7712,18908,28953,369593,1171,371453,12,021
69,"Columbia County, Florida: Summary level: 050, state:12> county:023",419,2233,1510,502,3678,2060,165,1100,2430,6482,2761,1031,2159,8137,5529,6052,3286,3526,68111,53651,12653,196,744,13,854,40.4,48455,306,26,25,42,4,31,102,150,206,351,808,1457,1215,1389,609,25790,2510,29040,1047,3198,3860,65174,59,69968,12,023
70,"DeSoto County, Florida: Summary level: 050, state:12> county:027",2655,1854,399,351,1781,742,78,366,1090,1801,1056,548,850,2290,2946,2223,4394,1718,36452,31079,4634,31,83,41,584,40.9,26434,788,17,6,15,128,50,79,383,988,607,551,851,964,919,647,21509,679,14250,765,2729,2893,35122,352,36903,12,027
71,"Dixie County, Florida: Summary level: 050, state:12> county:029",399,691,455,67,447,259,27,201,392,1009,333,291,572,1309,1016,922,942,954,16121,14333,1474,2,38,20,254,46.5,12527,257,0,0,0,2,70,0,48,86,370,331,334,551,373,279,22643,254,5397,205,715,1510,15011,0,16589,12,029
72,"Duval County, Florida: Summary level: 050, state:12> county:031",1228,30743,24865,11832,53895,30797,6926,51078,59100,91993,47097,23336,20287,168838,82601,110691,37646,53401,902288,559532,277195,2328,43297,584,19352,36.2,639634,6571,160,157,221,211,582,528,1098,2494,2559,4728,8145,11552,13733,12506,30608,27757,480934,14869,42116,49604,915341,1410,936186,12,031
73,"Escambia County, Florida: Summary level: 050, state:12> county:033",975,7978,6357,2935,21361,6329,1720,12198,14415,31722,16780,6581,7299,45958,27960,35397,11496,15839,297032,213368,68733,1301,9367,436,3827,37.2,211050,1747,70,57,8,6,291,224,348,704,581,1381,2563,4249,4621,3246,26946,9006,145656,3968,12378,14354,297945,123,313491,12,033
74,"Flagler County, Florida: Summary level: 050, state:12> county:035",246,3184,2820,743,6335,2453,752,2840,5050,9330,5342,2451,1617,14076,8461,11481,4422,4723,107408,90342,11010,326,2874,104,2752,51.3,83852,739,11,0,0,0,49,243,43,133,277,343,661,1017,1538,1460,26821,2179,45342,3052,4173,7346,109347,117,109801,12,035
75,"Franklin County, Florida: Summary level: 050, state:12> county:037",220,393,116,73,600,135,14,378,454,593,658,129,505,1135,1066,889,754,424,11631,9555,1664,11,41,43,317,46.4,9123,102,0,0,7,18,7,28,22,20,143,309,369,341,340,58,24823,280,4548,181,765,901,10226,26,11811,12,037
76,"Gadsden County, Florida: Summary level: 050, state:12> county:039",544,1445,913,424,1763,1114,307,627,1387,4096,1189,498,2506,5012,3609,3970,2034,2188,45495,18202,25786,83,81,17,1326,40.8,32151,409,0,25,19,7,158,163,196,336,123,475,1027,1295,1371,881,25734,1285,18098,724,2011,3229,42923,88,45945,12,039
77,"Gilchrist County, Florida: Summary level: 050, state:12> county:041",313,930,474,72,863,240,40,456,527,1372,566,341,504,1487,1333,1633,1263,982,17569,16382,1052,22,40,2,71,42.1,12269,174,0,0,0,7,86,10,40,139,6,200,254,377,246,254,22882,346,7044,605,903,1402,16608,9,17953,12,041
78,"Glades County, Florida: Summary level: 050, state:12> county:043",470,374,248,45,580,447,26,96,277,341,518,159,261,896,707,677,830,732,13364,10780,1819,540,108,0,117,47.9,10212,109,0,0,0,4,167,162,28,222,118,447,291,400,475,181,21698,525,4367,612,935,1392,12316,29,13516,12,043
