school,district,type,county,total_students,total_vaccinated,vaccinated_perc,in_progress,unvacinated,total_waivers,waivers_perc,medical_waivers_n,medical_waivers_perc,religion_waivers_n,religion_wavers_perc,phil_waivers_n,phil_waivers_perc,year,state
Clarkston Elementary School,Clarkston Community School District,Pub,Oakland,72,65,90.3,0,1,6,8.3,0,0.0,0,0.0,6,8.3,2019,MI
Pine Knob Elementary School,Clarkston Community School District,Pub,Oakland,74,69,93.2,0,0,5,6.8,0,0.0,1,1.4,4,5.4,2019,MI
North Sashabaw Elementary School,Clarkston Community School District,Pub,Oakland,39,35,89.7,0,0,4,10.3,0,0.0,0,0.0,4,10.3,2019,MI
Everest Academy,Clarkston Community School District,Priv,Oakland,25,20,80.0,1,1,3,12.0,0,0.0,3,12.0,0,0.0,2019,MI
Springfield Plains Elem. School,Clarkston Community School District,Pub,Oakland,85,74,87.1,0,0,11,12.9,0,0.0,2,2.4,9,10.6,2019,MI
Independence Elementary School,Clarkston Community School District,Pub,Oakland,83,78,94.0,0,0,5,6.0,0,0.0,3,3.6,2,2.4,2019,MI
Paul A. Schalm School,Clawson City School District,Pub,Oakland,89,86,96.6,0,1,2,2.2,0,0.0,0,0.0,2,2.2,2019,MI
Kenwood Elementary School,Clawson City School District,Pub,Oakland,42,41,97.6,0,0,1,2.4,0,0.0,0,0.0,1,2.4,2019,MI
Guardian Angels Catholic School,Clawson City School District,Priv,Oakland,25,23,92.0,0,1,1,4.0,0,0.0,0,0.0,1,4.0,2019,MI
Crescent Academy - Kindergarten,Crescent Academy,Pub,Oakland,94,92,97.9,0,0,2,2.1,0,0.0,2,2.1,0,0.0,2019,MI
Dr Joseph F Pollack Acad Ctr of Excellence,Dr Joseph F Pollack Acad Ctr for Excellence,Pub,Oakland,78,72,92.3,0,2,4,5.1,0,0.0,2,2.6,2,2.6,2019,MI
Farmington STEAM Academy,Farmington Public School District,Pub,Oakland,73,67,91.8,0,4,2,2.7,0,0.0,0,0.0,2,2.7,2019,MI
Wood Creek Elementary School,Farmington Public School District,Pub,Oakland,66,64,97.0,0,0,2,3.0,0,0.0,0,0.0,2,3.0,2019,MI
Red Hill Montessori,Farmington Public School District,Priv,Oakland,14,10,71.4,0,3,1,7.1,0,0.0,1,7.1,0,0.0,2019,MI
St. Fabian Catholic School,Farmington Public School District,Priv,Oakland,18,16,88.9,0,1,1,5.6,0,0.0,0,0.0,1,5.6,2019,MI
Our Lady of Sorrows School,Farmington Public School District,Priv,Oakland,75,71,94.7,0,0,4,5.3,1,1.3,0,0.0,3,4.0,2019,MI
Beechview Elementary School,Farmington Public School District,Pub,Oakland,52,50,96.2,0,0,2,3.8,0,0.0,0,0.0,2,3.8,2019,MI
Forest Elementary School,Farmington Public School District,Pub,Oakland,66,60,90.9,0,2,4,6.1,0,0.0,1,1.5,3,4.5,2019,MI
Gill Elementary School,Farmington Public School District,Pub,Oakland,109,101,92.7,0,1,7,6.4,0,0.0,1,0.9,6,5.5,2019,MI
Hillside Elementary School,Farmington Public School District,Pub,Oakland,133,124,93.2,1,2,6,4.5,4,3.0,0,0.0,2,1.5,2019,MI
Hillel Day School,Farmington Public School District,Priv,Oakland,39,34,87.2,3,1,1,2.6,1,2.6,0,0.0,0,0.0,2019,MI
Kenbrook Elementary School,Farmington Public School District,Pub,Oakland,67,64,95.5,0,0,3,4.5,1,1.5,2,3.0,0,0.0,2019,MI
J.A. Lanigan Elementary School,Farmington Public School District,Pub,Oakland,91,85,93.4,0,2,4,4.4,0,0.0,1,1.1,3,3.3,2019,MI
Longacre Elementary School,Farmington Public School District,Pub,Oakland,102,97,95.1,0,1,4,3.9,2,2.0,1,1.0,1,1.0,2019,MI
Maria Montessori Center,Farmington Public School District,Priv,Oakland,7,7,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Children's Place Montessori KD,Farmington Public School District,Priv,Oakland,8,7,87.5,0,0,1,12.5,0,0.0,0,0.0,1,12.5,2019,MI
Montessori Academy of Farmington Hills,Farmington Public School District,Priv,Oakland,11,11,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Faxon Academy,Faxon Academy,Pub,Oakland,17,16,94.1,0,0,1,5.9,0,0.0,0,0.0,1,5.9,2019,MI
Ferndale Lower Elementary Campus,Ferndale Public Schools,Pub,Oakland,185,159,85.9,1,10,15,8.1,3,1.6,4,2.2,8,4.3,2019,MI
Ferndale Montessori Center KD,Ferndale Public Schools,Priv,Oakland,6,5,83.3,0,0,1,16.7,0,0.0,0,0.0,1,16.7,2019,MI
Four Corners Montessori Academy,Four Corners Montessori Academy,Pub,Oakland,77,57,74.0,0,2,18,23.4,0,0.0,8,10.4,10,13.0,2019,MI
Great Lakes Academy,Great Lakes Academy,Pub,Oakland,28,23,82.1,0,4,1,3.6,0,0.0,0,0.0,1,3.6,2019,MI
Hoover Elementary School,Hazel Park City School District,Pub,Oakland,65,64,98.5,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
United Oaks Elementary School,Hazel Park City School District,Pub,Oakland,64,59,92.2,2,2,1,1.6,0,0.0,0,0.0,1,1.6,2019,MI
Webb Elementary School,Hazel Park City School District,Pub,Oakland,81,66,81.5,0,11,4,4.9,0,0.0,2,2.5,2,2.5,2019,MI
Holly Academy,Holly Academy,Pub,Oakland,92,73,79.3,0,4,15,16.3,3,3.3,1,1.1,11,12.0,2019,MI
Rose Pioneer Elementary School,Holly Area School District,Pub,Oakland,39,37,94.9,0,0,2,5.1,0,0.0,0,0.0,2,5.1,2019,MI
Holly Elementary School,Holly Area School District,Pub,Oakland,48,46,95.8,0,0,2,4.2,0,0.0,1,2.1,1,2.1,2019,MI
Patterson Elementary School,Holly Area School District,Pub,Oakland,75,71,94.7,1,0,3,4.0,0,0.0,0,0.0,3,4.0,2019,MI
Davisburg Elementary School,Holly Area School District,Pub,Oakland,44,38,86.4,1,0,5,11.4,0,0.0,2,4.5,3,6.8,2019,MI
Country Oaks Elementary School,Huron Valley Schools,Pub,Oakland,128,123,96.1,0,0,5,3.9,0,0.0,1,0.8,4,3.1,2019,MI
Heritage Elementary School,Huron Valley Schools,Pub,Oakland,107,100,93.5,1,0,6,5.6,0,0.0,1,0.9,5,4.7,2019,MI
Highland Elementary School,Huron Valley Schools,Pub,Oakland,44,40,90.9,0,0,4,9.1,0,0.0,2,4.5,2,4.5,2019,MI
Johnson Elementary School,Huron Valley Schools,Pub,Oakland,68,60,88.2,2,0,6,8.8,2,2.9,0,0.0,4,5.9,2019,MI
Kurtz Elementary School,Huron Valley Schools,Pub,Oakland,81,78,96.3,0,0,3,3.7,0,0.0,0,0.0,3,3.7,2019,MI
Lakewood Elementary School,Huron Valley Schools,Pub,Oakland,63,56,88.9,0,0,7,11.1,0,0.0,3,4.8,4,6.3,2019,MI
Oxbow Elementary School,Huron Valley Schools,Pub,Oakland,90,84,93.3,2,0,4,4.4,0,0.0,2,2.2,2,2.2,2019,MI
Spring Mills Elementary School,Huron Valley Schools,Pub,Oakland,103,94,91.3,0,2,7,6.8,0,0.0,1,1.0,6,5.8,2019,MI
West Highland Christian Academy,Huron Valley Schools,Priv,Oakland,9,5,55.6,0,4,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Friends School KD,Huron Valley Schools,Priv,Oakland,5,4,80.0,0,0,1,20.0,0,0.0,1,20.0,0,0.0,2019,MI
Christ Lutheran Kindergarten,Huron Valley Schools,Priv,Oakland,6,3,50.0,0,0,3,50.0,0,0.0,0,0.0,3,50.0,2019,MI
Keys Grace Academy,Keys Grace Academy,Pub,Oakland,45,44,97.8,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Kingsbury Country Day School,Kingsbury Country Day School,Pub,Oakland,42,37,88.1,0,0,5,11.9,0,0.0,0,0.0,5,11.9,2019,MI
Blanche Sims Elementary School,Lake Orion Community Schools,Pub,Oakland,81,77,95.1,0,0,4,4.9,0,0.0,1,1.2,3,3.7,2019,MI
Carpenter Elementary School,Lake Orion Community Schools,Pub,Oakland,82,72,87.8,1,0,9,11.0,0,0.0,0,0.0,9,11.0,2019,MI
Orion Oaks Elementary School,Lake Orion Community Schools,Pub,Oakland,91,83,91.2,0,0,8,8.8,4,4.4,2,2.2,2,2.2,2019,MI
Paint Creek Elementary School,Lake Orion Community Schools,Pub,Oakland,93,90,96.8,0,0,3,3.2,1,1.1,1,1.1,1,1.1,2019,MI
Webber Elementary School,Lake Orion Community Schools,Pub,Oakland,81,72,88.9,1,1,7,8.6,0,0.0,0,0.0,7,8.6,2019,MI
St. Joseph School,Lake Orion Community Schools,Priv,Oakland,27,21,77.8,1,0,5,18.5,0,0.0,1,3.7,4,14.8,2019,MI
Upland Hills School,Lake Orion Community Schools,Priv,Oakland,7,5,71.4,0,1,1,14.3,0,0.0,0,0.0,1,14.3,2019,MI
Stadium Drive Elementary School,Lake Orion Community Schools,Pub,Oakland,76,72,94.7,1,0,3,3.9,0,0.0,1,1.3,2,2.6,2019,MI
Simonds Elementary School,Lamphere Public Schools,Pub,Oakland,30,29,96.7,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Hiller Elementary School,Lamphere Public Schools,Pub,Oakland,55,51,92.7,0,2,2,3.6,1,1.8,0,0.0,1,1.8,2019,MI
Edmonson Elementary School,Lamphere Public Schools,Pub,Oakland,39,39,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Lessenger Elementary School,Lamphere Public Schools,Pub,Oakland,54,53,98.1,0,0,1,1.9,0,0.0,0,0.0,1,1.9,2019,MI
Laurus Academy,Laurus Academy,Pub,Oakland,69,62,89.9,0,2,5,7.2,0,0.0,3,4.3,2,2.9,2019,MI
Lighthouse Connections Academy,Lighthouse Connections Academy,Pub,Oakland,20,16,80.0,0,0,4,20.0,0,0.0,4,20.0,0,0.0,2019,MI
Madison District Early Childhood Education Center,Madison Public Schools (Oakland),Pub,Oakland,91,82,90.1,1,8,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Michigan Virtual Academy,Michigan Virtual Charter Academy,Pub,Oakland,66,46,69.7,2,7,11,16.7,1,1.5,4,6.1,6,9.1,2019,MI
Momentum Academy,Momentum Academy,Pub,Oakland,42,38,90.5,0,2,2,4.8,0,0.0,1,2.4,1,2.4,2019,MI
Village Oaks Elementary School,Novi Community School District,Pub,Oakland,115,110,95.7,0,0,5,4.3,1,0.9,1,0.9,3,2.6,2019,MI
Orchard Hills Elementary School,Novi Community School District,Pub,Oakland,68,64,94.1,2,0,2,2.9,0,0.0,1,1.5,1,1.5,2019,MI
Deerfield Elementary Novi,Novi Community School District,Pub,Oakland,89,86,96.6,0,0,3,3.4,1,1.1,0,0.0,2,2.2,2019,MI
Novi Woods Elementary School,Novi Community School District,Pub,Oakland,78,76,97.4,0,0,2,2.6,0,0.0,0,0.0,2,2.6,2019,MI
Parkview Elementary School,Novi Community School District,Pub,Oakland,96,93,96.9,0,1,2,2.1,0,0.0,1,1.0,1,1.0,2019,MI
Novi Northville Montessori DK K,Novi Community School District,Priv,Oakland,17,16,94.1,0,0,1,5.9,0,0.0,0,0.0,1,5.9,2019,MI
Einstein Elementary School,Oak Park City School District,Pub,Oakland,70,68,97.1,2,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Key Elementary School,Oak Park City School District,Pub,Oakland,77,75,97.4,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Pepper Elementary School,Oak Park City School District,Pub,Oakland,63,61,96.8,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Lubavitch Cheder,Oak Park City School District,Priv,Oakland,11,10,90.9,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Yeshiva Beth Yehudah K,Oak Park City School District,Priv,Oakland,44,40,90.9,0,3,1,2.3,0,0.0,0,0.0,1,2.3,2019,MI
Oakside Scholars Charter Academy,Oakside Scholars Charter Academy,Pub,Oakland,89,84,94.4,1,1,3,3.4,1,1.1,1,1.1,1,1.1,2019,MI
Oxford Virtual Academy,Oxford Area Community Schools,Pub,Oakland,87,49,56.3,0,2,35,40.2,0,0.0,8,9.2,27,31.0,2019,MI
Clear Lake Elementary School,Oxford Area Community Schools,Pub,Oakland,80,70,87.5,0,2,8,10.0,0,0.0,4,5.0,4,5.0,2019,MI
Daniel Axford Elementary School,Oxford Area Community Schools,Pub,Oakland,130,122,93.8,0,0,8,6.2,1,0.8,2,1.5,5,3.8,2019,MI
Leonard Elementary School,Oxford Area Community Schools,Pub,Oakland,22,20,90.9,0,0,2,9.1,1,4.5,0,0.0,1,4.5,2019,MI
Lakeville Elementary School,Oxford Area Community Schools,Pub,Oakland,89,85,95.5,0,0,4,4.5,1,1.1,1,1.1,2,2.2,2019,MI
Pontiac Academy for Excellence Elementary School,Pontiac Academy of Excellence,Pub,Oakland,54,50,92.6,0,2,2,3.7,0,0.0,0,0.0,2,3.7,2019,MI
International Technology Academy,Pontiac City School District,Pub,Oakland,70,69,98.6,0,0,1,1.4,0,0.0,0,0.0,1,1.4,2019,MI
Oakland Christian School,Pontiac City School District,Priv,Oakland,20,15,75.0,0,1,4,20.0,0,0.0,1,5.0,3,15.0,2019,MI
Alcott Elementary School,Pontiac City School District,Pub,Oakland,42,37,88.1,2,1,2,4.8,0,0.0,2,4.8,0,0.0,2019,MI
Herrington School,Pontiac City School District,Pub,Oakland,80,47,58.8,0,9,24,30.0,0,0.0,22,27.5,2,2.5,2019,MI
Rogers School,Pontiac City School District,Pub,Oakland,58,55,94.8,0,2,1,1.7,0,0.0,1,1.7,0,0.0,2019,MI
Whitman Elementary School,Pontiac City School District,Pub,Oakland,96,90,93.8,2,4,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Owen Elementary School,Pontiac City School District,Pub,Oakland,28,27,96.4,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
ND Marist Academy Lower Div,Pontiac City School District,Priv,Oakland,19,19,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Premier Academy,Rochester Community School District,Priv,Oakland,5,5,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Holy Family Regional School Lower,Rochester Community School District,Priv,Oakland,103,89,86.4,0,2,12,11.7,1,1.0,0,0.0,11,10.7,2019,MI
Somerset Early Childhood Kindergarten Enrichment,Rochester Community School District,Priv,Oakland,10,8,80.0,0,1,1,10.0,0,0.0,0,0.0,1,10.0,2019,MI
St. John Lutheran School,Rochester Community School District,Priv,Oakland,20,16,80.0,0,0,4,20.0,0,0.0,0,0.0,4,20.0,2019,MI
Delta Kelly Elementary School,Rochester Community School District,Pub,Oakland,71,68,95.8,0,1,2,2.8,0,0.0,1,1.4,1,1.4,2019,MI
University Hills Elementary,Rochester Community School District,Pub,Oakland,37,35,94.6,0,0,2,5.4,0,0.0,0,0.0,2,5.4,2019,MI
North Hill Elementary,Rochester Community School District,Pub,Oakland,54,51,94.4,0,0,3,5.6,0,0.0,1,1.9,2,3.7,2019,MI
Musson Elementary,Rochester Community School District,Pub,Oakland,54,50,92.6,0,2,2,3.7,0,0.0,0,0.0,2,3.7,2019,MI
Meadow Brook Elementary,Rochester Community School District,Pub,Oakland,52,52,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
McGregor Elementary School,Rochester Community School District,Pub,Oakland,86,81,94.2,1,2,2,2.3,0,0.0,0,0.0,2,2.3,2019,MI
Long Meadow Elementary School,Rochester Community School District,Pub,Oakland,50,47,94.0,0,1,2,4.0,0,0.0,2,4.0,0,0.0,2019,MI
Hugger Elementary School,Rochester Community School District,Pub,Oakland,73,72,98.6,0,0,1,1.4,0,0.0,0,0.0,1,1.4,2019,MI
Hamlin Elementary School,Rochester Community School District,Pub,Oakland,52,47,90.4,3,0,2,3.8,0,0.0,0,0.0,2,3.8,2019,MI
Hampton Elementary School,Rochester Community School District,Pub,Oakland,49,44,89.8,0,2,3,6.1,0,0.0,1,2.0,2,4.1,2019,MI
Brooklands Elementary School,Rochester Community School District,Pub,Oakland,63,62,98.4,0,0,1,1.6,0,0.0,0,0.0,1,1.6,2019,MI
Brewster Elementary School,Rochester Community School District,Pub,Oakland,42,39,92.9,0,0,3,7.1,0,0.0,0,0.0,3,7.1,2019,MI
Baldwin Elementary School,Rochester Community School District,Pub,Oakland,55,53,96.4,0,0,2,3.6,0,0.0,0,0.0,2,3.6,2019,MI
Brookfield Academy,Rochester Community School District,Priv,Oakland,20,20,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Noor Academy,Rochester Community School District,Priv,Oakland,20,18,90.0,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Eagle Creek Academy,Rochester Community School District,Priv,Oakland,14,12,85.7,0,0,2,14.3,0,0.0,0,0.0,2,14.3,2019,MI
Sarah J Webber Media Arts Academy,Sarah J Webber Media Arts Academy,Pub,Oakland,23,16,69.6,0,6,1,4.3,0,0.0,1,4.3,0,0.0,2019,MI
St Mary Catholic School,School District of the City of Royal Oak,Priv,Oakland,21,19,90.5,0,0,2,9.5,0,0.0,0,0.0,2,9.5,2019,MI
St Paul Lutheran School,School District of the City of Royal Oak,Priv,Oakland,7,7,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Upton Elementary School,School District of the City of Royal Oak,Pub,Oakland,62,60,96.8,0,0,2,3.2,0,0.0,1,1.6,1,1.6,2019,MI
Shrine Catholic Grade School,School District of the City of Royal Oak,Priv,Oakland,68,64,94.1,0,1,3,4.4,1,1.5,0,0.0,2,2.9,2019,MI
Northwood Elementary School,School District of the City of Royal Oak,Pub,Oakland,101,92,91.1,1,4,4,4.0,0,0.0,1,1.0,3,3.0,2019,MI
Oak Ridge Elementary School,School District of the City of Royal Oak,Pub,Oakland,80,76,95.0,0,1,3,3.8,0,0.0,1,1.3,2,2.5,2019,MI
Helen Keller Elementary School,School District of the City of Royal Oak,Pub,Oakland,80,77,96.3,0,0,3,3.8,0,0.0,0,0.0,3,3.8,2019,MI
Jane Addams Elementary School,School District of the City of Royal Oak,Pub,Oakland,88,85,96.6,0,0,3,3.4,0,0.0,0,0.0,3,3.4,2019,MI
Oakland Elementary School,School District of the City of Royal Oak,Pub,Oakland,50,42,84.0,0,2,6,12.0,0,0.0,0,0.0,6,12.0,2019,MI
William A Pearson Elementary School,South Lyon Community Schools,Pub,Oakland,74,70,94.6,0,0,4,5.4,0,0.0,1,1.4,3,4.1,2019,MI
Frank E. Bartlett School,South Lyon Community Schools,Pub,Oakland,88,84,95.5,0,2,2,2.3,0,0.0,0,0.0,2,2.3,2019,MI
Kent Lake Elementary,South Lyon Community Schools,Pub,Oakland,113,105,92.9,0,4,4,3.5,0,0.0,0,0.0,4,3.5,2019,MI
Salem Elementary School,South Lyon Community Schools,Pub,Oakland,72,63,87.5,0,7,2,2.8,0,0.0,0,0.0,2,2.8,2019,MI
Ann L Dolsen Elementary School,South Lyon Community Schools,Pub,Oakland,113,110,97.3,0,0,3,2.7,0,0.0,1,0.9,2,1.8,2019,MI
Sayre Elementary School,South Lyon Community Schools,Pub,Oakland,100,100,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
William A. Brummer Elementary School,South Lyon Community Schools,Pub,Oakland,112,101,90.2,1,3,7,6.3,0,0.0,1,0.9,6,5.4,2019,MI
Sharon J. Hardy Elementary School,South Lyon Community Schools,Pub,Oakland,128,119,93.0,0,4,5,3.9,0,0.0,0,0.0,5,3.9,2019,MI
Adler Elementary School,Southfield Public School District,Pub,Oakland,67,58,86.6,0,1,8,11.9,0,0.0,2,3.0,6,9.0,2019,MI
Early Impressions,Southfield Public School District,Priv,Oakland,21,20,95.2,0,0,1,4.8,0,0.0,0,0.0,1,4.8,2019,MI
Yeshiva Beth Yehudah School,Southfield Public School District,Priv,Oakland,21,20,95.2,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Farber Hebrew Day School Yeshivat Akiva,Southfield Public School District,Priv,Oakland,14,14,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
MacArthur K-8 University Academy,Southfield Public School District,Pub,Oakland,33,32,97.0,0,0,1,3.0,0,0.0,1,3.0,0,0.0,2019,MI
McIntyre Elementary School,Southfield Public School District,Pub,Oakland,57,50,87.7,0,4,3,5.3,0,0.0,1,1.8,2,3.5,2019,MI
Vandenberg Elementary School,Southfield Public School District,Pub,Oakland,51,47,92.2,0,1,3,5.9,0,0.0,0,0.0,3,5.9,2019,MI
Birney K-8 School,Southfield Public School District,Pub,Oakland,27,23,85.2,1,1,2,7.4,0,0.0,1,3.7,1,3.7,2019,MI
Mary E. Thompson K-8 School,Southfield Public School District,Pub,Oakland,39,36,92.3,1,1,1,2.6,0,0.0,1,2.6,0,0.0,2019,MI
Adlai Stevenson Elementary School,Southfield Public School District,Pub,Oakland,66,57,86.4,1,5,3,4.5,0,0.0,2,3.0,1,1.5,2019,MI
Yeshivas Darchei Torah,Southfield Public School District,Priv,Oakland,37,35,94.6,0,0,2,5.4,0,0.0,0,0.0,2,5.4,2019,MI
Southfield Christian Elem School,Southfield Public School District,Priv,Oakland,33,32,97.0,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Children's Technological Academy,Southfield Public School District,Priv,Oakland,8,7,87.5,0,0,1,12.5,0,0.0,0,0.0,1,12.5,2019,MI
Leonard Elementary School,Troy School District,Pub,Oakland,69,63,91.3,0,3,3,4.3,0,0.0,2,2.9,1,1.4,2019,MI
Costello Elementary School,Troy School District,Pub,Oakland,76,70,92.1,0,3,3,3.9,0,0.0,1,1.3,2,2.6,2019,MI
Wass Elementary School,Troy School District,Pub,Oakland,63,61,96.8,0,0,2,3.2,0,0.0,0,0.0,2,3.2,2019,MI
Bemis Elementary School,Troy School District,Pub,Oakland,89,86,96.6,1,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Hamilton Elementary School,Troy School District,Pub,Oakland,62,61,98.4,0,0,1,1.6,0,0.0,0,0.0,1,1.6,2019,MI
Morse Elementary School,Troy School District,Pub,Oakland,70,67,95.7,0,2,1,1.4,0,0.0,0,0.0,1,1.4,2019,MI
Schroeder Elementary School,Troy School District,Pub,Oakland,66,63,95.5,0,2,1,1.5,0,0.0,0,0.0,1,1.5,2019,MI
Martell Elementary School,Troy School District,Pub,Oakland,70,66,94.3,1,2,1,1.4,0,0.0,0,0.0,1,1.4,2019,MI
Hill Elementary School,Troy School District,Pub,Oakland,64,60,93.8,0,2,2,3.1,0,0.0,0,0.0,2,3.1,2019,MI
Barnard Elementary School,Troy School District,Pub,Oakland,71,63,88.7,0,2,6,8.5,0,0.0,4,5.6,2,2.8,2019,MI
Brookfield Academy - Troy,Troy School District,Priv,Oakland,18,17,94.4,0,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Wattles Elementary School,Troy School District,Pub,Oakland,72,69,95.8,0,1,2,2.8,0,0.0,0,0.0,2,2.8,2019,MI
Troy Union Elementary School,Troy School District,Pub,Oakland,69,65,94.2,0,0,4,5.8,0,0.0,0,0.0,4,5.8,2019,MI
Bethany Christian School,Troy School District,Priv,Oakland,22,15,68.2,0,0,7,31.8,0,0.0,4,18.2,3,13.6,2019,MI
Troy Adventist Academy,Troy School District,Priv,Oakland,6,4,66.7,0,0,2,33.3,0,0.0,0,0.0,2,33.3,2019,MI
Oakland Children's Academy,Troy School District,Priv,Oakland,21,21,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Walled Lake Elementary,Walled Lake Consolidated Schools,Pub,Oakland,62,57,91.9,1,0,4,6.5,0,0.0,2,3.2,2,3.2,2019,MI
Meadowbrook Elementary,Walled Lake Consolidated Schools,Pub,Oakland,106,103,97.2,2,0,1,0.9,0,0.0,0,0.0,1,0.9,2019,MI
Oakley Park Elementary,Walled Lake Consolidated Schools,Pub,Oakland,68,64,94.1,0,0,4,5.9,0,0.0,2,2.9,2,2.9,2019,MI
Hickory Woods Elementary,Walled Lake Consolidated Schools,Pub,Oakland,113,110,97.3,0,0,3,2.7,0,0.0,2,1.8,1,0.9,2019,MI
Keith Elementary,Walled Lake Consolidated Schools,Pub,Oakland,97,92,94.8,0,0,5,5.2,1,1.0,1,1.0,3,3.1,2019,MI
Mary Helen Guest Elementary School,Walled Lake Consolidated Schools,Pub,Oakland,48,46,95.8,1,1,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Glengary Elementary School,Walled Lake Consolidated Schools,Pub,Oakland,60,55,91.7,1,0,4,6.7,0,0.0,1,1.7,3,5.0,2019,MI
Dublin Elementary,Walled Lake Consolidated Schools,Pub,Oakland,77,69,89.6,0,0,8,10.4,1,1.3,2,2.6,5,6.5,2019,MI
Commerce Elementary,Walled Lake Consolidated Schools,Pub,Oakland,91,87,95.6,1,0,3,3.3,0,0.0,0,0.0,3,3.3,2019,MI
Pleasant Lake Elementary,Walled Lake Consolidated Schools,Pub,Oakland,74,72,97.3,0,1,1,1.4,0,0.0,1,1.4,0,0.0,2019,MI
Wixom Elementary School,Walled Lake Consolidated Schools,Pub,Oakland,75,68,90.7,1,0,6,8.0,0,0.0,2,2.7,4,5.3,2019,MI
Loon Lake Elementary School,Walled Lake Consolidated Schools,Pub,Oakland,78,74,94.9,0,0,4,5.1,0,0.0,0,0.0,4,5.1,2019,MI
St. William Catholic School,Walled Lake Consolidated Schools,Priv,Oakland,22,19,86.4,1,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Novi Christian Academy,Walled Lake Consolidated Schools,Priv,Oakland,26,19,73.1,0,1,6,23.1,0,0.0,1,3.8,5,19.2,2019,MI
Lakes Area Montessori,Walled Lake Consolidated Schools,Priv,Oakland,14,14,100.0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Wixom Christian School,Walled Lake Consolidated Schools,Priv,Oakland,9,7,77.8,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
St. Matthew Lutheran School,Walled Lake Consolidated Schools,Priv,Oakland,9,8,88.9,0,0,1,11.1,0,0.0,1,11.1,0,0.0,2019,MI
St. Patrick Catholic School,Walled Lake Consolidated Schools,Priv,Oakland,49,46,93.9,0,3,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Walton Charter Academy,Walton Charter Academy,Pub,Oakland,87,85,97.7,0,2,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Waterford Montessori Academy,Waterford Montessori Academy,Pub,Oakland,38,25,65.8,0,1,12,31.6,4,10.5,0,0.0,8,21.1,2019,MI
Waterford Montessori Academy ELR,Waterford Montessori Academy,Pub,Oakland,24,18,75.0,0,1,5,20.8,1,4.2,2,8.3,2,8.3,2019,MI
Oakdale Academy,Waterford School District,Priv,Oakland,9,3,33.3,0,5,1,11.1,0,0.0,1,11.1,0,0.0,2019,MI
Grayson Elementary KD,Waterford School District,Pub,Oakland,36,35,97.2,1,0,0,0.0,0,0.0,0,0.0,0,0.0,2019,MI
Haviland Elementary KD,Waterford School District,Pub,Oakland,41,37,90.2,0,0,4,9.8,3,7.3,1,2.4,0,0.0,2019,MI
Donelson Hills Elementary School,Waterford School District,Pub,Oakland,58,56,96.6,0,1,1,1.7,0,0.0,0,0.0,1,1.7,2019,MI
Houghton Elementary School,Waterford School District,Pub,Oakland,45,42,93.3,1,0,2,4.4,1,2.2,0,0.0,1,2.2,2019,MI
Grayson Elementary,Waterford School District,Pub,Oakland,68,59,86.8,2,0,7,10.3,0,0.0,2,2.9,5,7.4,2019,MI
Haviland Elementary School,Waterford School District,Pub,Oakland,58,55,94.8,0,0,3,5.2,2,3.4,1,1.7,0,0.0,2019,MI
