,C24050_002E,C24050_003E,C24050_004E,C24050_005E,C24050_006E,C24050_007E,C24050_008E,C24050_009E,C24050_010E,C24050_011E,C24050_012E,C24050_013E,C24050_014E,C24050_015E,C24050_029E,C24050_043E,C24050_057E,C24050_071E,C02003_002E,C02003_003E,C02003_004E,C02003_005E,C02003_006E,C02003_007E,C02003_008E,B01002_001E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_007E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B19326_001E,B23025_005E,B23025_003E,B27010_017E,B27010_033E,B27010_050E,B27010_001E,B27010_066E,B01003_001E,state_fip,county_fip
"Upshur County, Texas: Summary level: 050, state:48> county:459",1268,1533,1999,385,2258,950,189,609,1024,3865,946,1132,691,4563,3208,3743,2468,2867,38984,33958,3487,237,215,0,1087,40.5,26951,368,11,0,73,66,133,59,72,275,144,392,746,900,949,459,22283,1448,18297,1060,2445,3703,39602,107,40096,48,459
"Upton County, Texas: Summary level: 050, state:48> county:461",315,71,33,42,84,207,10,32,84,334,39,15,60,342,215,241,278,250,3318,1971,155,0,0,0,1192,31.9,2055,25,0,0,12,18,36,25,33,76,23,23,96,65,58,2,26531,60,1386,216,286,302,3347,13,3405,48,461
"Uvalde County, Texas: Summary level: 050, state:48> county:463",1235,938,511,166,1262,683,26,369,714,2778,738,593,788,3000,2460,2172,1999,1170,26571,24897,91,267,267,16,1033,34.1,16518,638,0,36,54,108,256,247,160,640,194,580,533,398,730,297,19957,955,11756,714,2263,2988,26595,54,26952,48,463
"Val Verde County, Texas: Summary level: 050, state:48> county:465",934,944,1247,282,2478,1049,88,872,807,4570,1551,605,2834,4491,4200,4605,2617,2348,48152,45556,534,206,207,69,1580,31.7,29268,1613,0,0,111,269,647,204,266,2052,591,759,1055,761,1199,410,20359,1872,20133,2067,4217,4528,46360,106,48980,48,465
"Van Zandt County, Texas: Summary level: 050, state:48> county:467",1012,1705,2112,626,3120,1142,453,870,1374,4896,1692,1613,1241,6460,4157,5142,3173,2924,51643,49121,1275,271,238,195,543,43.5,36417,530,0,0,12,0,36,12,191,244,352,713,967,1324,1389,921,22052,1417,23273,1696,3628,5626,52072,15,52736,48,467
"Victoria County, Texas: Summary level: 050, state:48> county:469",2800,3266,4749,1338,5657,1904,293,1965,3224,9621,2994,2126,1576,11576,7217,11166,5678,5876,87209,77080,5679,189,1149,0,3112,35.7,58076,1025,0,0,23,112,355,194,223,872,666,1126,1482,1526,1913,661,25193,2870,44383,2414,6999,7264,89003,42,90099,48,469
"Walker County, Texas: Summary level: 050, state:48> county:471",715,795,859,433,2871,754,361,929,1229,6306,1866,1075,4419,7122,6191,5639,1629,2031,68531,50814,15735,205,817,10,950,35.0,44515,410,0,0,174,13,97,208,190,955,426,608,1534,1472,1590,392,24308,1036,23648,1851,3705,2444,52158,26,69330,48,471
"Waller County, Texas: Summary level: 050, state:48> county:473",1220,1683,2220,578,2522,923,267,1036,1743,4357,1612,997,969,5634,4237,5156,2773,2327,44624,31627,11629,106,354,0,908,29.1,24740,539,0,3,49,86,347,42,96,815,259,295,1283,790,400,421,22303,1813,21940,1588,4718,3913,45592,127,45847,48,473
"Ward County, Texas: Summary level: 050, state:48> county:475",1019,309,127,185,450,431,46,307,185,765,277,286,274,947,894,1025,1011,784,11083,9470,703,74,40,0,796,34.8,7008,185,5,0,0,12,94,61,39,200,147,121,179,277,309,94,23992,213,4874,509,791,821,11095,2,11225,48,475
"Washington County, Texas: Summary level: 050, state:48> county:477",565,1075,2408,448,1803,584,242,726,911,3407,945,702,564,4312,2376,3359,1783,2550,33913,26759,5870,246,606,38,394,42.0,22846,310,0,0,0,11,75,85,68,242,168,391,613,651,740,589,23674,766,15146,972,2217,2269,33578,38,34236,48,477
"Webb County, Texas: Summary level: 050, state:48> county:479",3944,5574,2117,2989,13149,13674,790,3840,7407,25341,8401,4830,6940,25921,22259,28033,10264,12519,261697,247970,1037,930,1547,15,10198,28.3,142944,5151,0,27,443,1233,2206,1991,2445,9153,2323,4547,8106,4358,4156,3544,18129,6333,105329,12332,33368,36217,260902,1203,263251,48,479
"Wharton County, Texas: Summary level: 050, state:48> county:481",2289,1640,1709,726,2268,964,113,738,1196,4425,992,982,542,5061,3620,3725,3245,2933,40987,34195,5936,49,23,0,784,37.3,26694,756,0,0,18,47,345,155,203,747,239,740,763,708,985,562,22085,1320,19904,1051,3243,4041,40954,14,41264,48,481
"Wheeler County, Texas: Summary level: 050, state:48> county:483",725,214,66,21,218,206,24,113,119,530,168,166,118,744,477,526,593,348,5492,4942,128,9,26,16,371,39.0,3791,59,0,0,12,1,35,0,16,36,23,69,155,80,173,50,26887,109,2797,301,359,644,5548,2,5618,48,483
"Wichita County, Texas: Summary level: 050, state:48> county:485",1581,2870,5220,1347,7111,2074,1233,2266,4194,14579,5887,2979,3712,18156,10954,13469,5074,7400,127364,106224,13750,1094,2711,43,3542,34.0,83603,692,34,96,25,80,171,143,180,1076,499,1275,2015,2007,2139,1212,23131,3582,58635,2705,8304,8620,117339,38,131957,48,485
"Wilbarger County, Texas: Summary level: 050, state:48> county:487",499,292,627,77,664,269,69,282,321,1935,434,291,217,1663,1387,1328,821,778,12882,10898,1202,115,70,0,597,37.6,8662,177,0,0,42,20,30,15,46,143,71,147,173,271,473,220,22238,485,6462,325,993,1020,12994,11,13158,48,487
"Willacy County, Texas: Summary level: 050, state:48> county:489",564,307,227,130,497,360,74,136,312,1575,469,205,509,1173,1450,1137,892,713,21873,20856,363,9,14,3,628,32.3,13541,763,0,28,30,188,269,166,254,707,344,585,719,480,338,159,14489,697,6062,853,2793,2668,19512,29,22002,48,489
"Williamson County, Texas: Summary level: 050, state:48> county:491",2409,15418,25300,6563,28296,7003,5615,16722,33350,49280,18319,11192,13951,105951,34141,58081,17346,17899,458531,388958,30157,1398,26201,123,11694,35.2,306409,3013,13,21,3,302,320,348,339,2493,917,1798,2993,2810,3834,3636,35624,14789,248207,10642,23158,24154,469711,802,473592,48,491
"Wilson County, Texas: Summary level: 050, state:48> county:493",1126,2195,1628,693,2286,1626,232,1075,1653,4257,1237,702,1811,6726,3396,4849,3072,2478,44350,42489,734,142,120,0,865,40.4,30423,388,0,0,0,77,97,84,167,437,229,565,664,603,778,450,30174,1255,21776,976,2219,3182,44857,0,45509,48,493
"Winkler County, Texas: Summary level: 050, state:48> county:495",672,366,94,201,285,399,12,118,124,565,158,127,150,673,530,627,798,643,7310,6691,251,2,30,0,336,33.0,4584,182,0,0,10,17,45,30,122,173,62,148,187,152,105,82,26306,85,3356,560,486,798,7469,30,7576,48,495
"Wise County, Texas: Summary level: 050, state:48> county:497",2989,1978,2536,650,3106,2623,479,1152,1760,5513,1740,1347,1281,7728,4231,6824,3808,4563,60081,57727,727,427,246,16,938,39.3,40786,491,17,2,36,113,159,58,97,884,265,558,1010,1094,1100,576,27230,2208,29362,2020,3894,5068,60270,39,61243,48,497
"Wood County, Texas: Summary level: 050, state:48> county:499",707,1266,1402,413,2220,980,351,947,1055,3615,943,1024,945,4684,2907,3803,2036,2438,42196,38551,2044,247,252,0,1102,48.2,30901,293,0,0,58,64,230,27,25,449,108,409,619,1007,980,493,22279,1547,17415,952,2720,3820,41903,144,42712,48,499
"Yoakum County, Texas: Summary level: 050, state:48> county:501",1190,205,64,97,283,338,59,57,165,633,175,178,102,914,473,533,1102,524,8098,7552,118,24,65,0,339,34.1,4832,48,0,23,156,62,96,19,48,446,23,123,232,46,34,51,25557,311,3857,609,747,658,8202,0,8213,48,501
"Young County, Texas: Summary level: 050, state:48> county:503",1226,853,705,128,905,352,75,386,390,1771,633,487,377,2516,1424,1821,1376,1151,18029,17243,201,104,61,0,420,41.9,12500,133,0,0,0,29,0,0,59,366,105,351,284,484,314,254,23276,496,8784,1005,1294,1775,18056,8,18329,48,503
"Zapata County, Texas: Summary level: 050, state:48> county:505",1006,463,97,0,433,353,90,193,140,1173,258,578,400,867,1525,829,1055,908,14308,13905,161,0,0,0,242,29.2,7958,133,0,0,92,157,172,260,210,785,258,349,421,293,330,258,16319,721,5905,615,2263,1866,14274,29,14308,48,505
"Zavala County, Texas: Summary level: 050, state:48> county:507",512,263,167,31,145,179,54,143,263,1448,500,286,285,1226,1150,537,777,586,11994,10994,55,9,0,0,936,30.5,6887,373,0,3,7,48,214,129,118,193,149,255,395,264,478,118,14299,593,4869,319,1157,1241,11806,9,12060,48,507
